source_ingredients,approval_date,source_ingredients_curie,source_ingredients_curie_label,llm_qc_comparison_col,id_correct,corrected_curie,approved_russia,corrected_curie_norm,corrected_curie_norm_label,alternate_ids
Abakavir+Zidovudin+Lamivudin,,CHEBI:63577,Lamivudine,Drug 1: Abakavir+Zidovudin+Lamivudin; Drug 2: Lamivudine,False,PUBCHEM.COMPOUND:160352,True,PUBCHEM.COMPOUND:160352,"lamivudine, zidovudine drug combination","['PUBCHEM.COMPOUND:160352', 'MESH:C109078', 'CAS:165456-81-5', 'INCHIKEY:LHCOVOKZWQYODM-CPEOKENHSA-N']"
Acetarsol,,CHEBI:135135,Acetarsol,Drug 1: Acetarsol; Drug 2: Acetarsol,True,CHEBI:135135,True,CHEBI:135135,Acetarsol,"['CHEBI:135135', 'UNII:806529YU1N', 'PUBCHEM.COMPOUND:1985', 'CHEMBL.COMPOUND:CHEMBL1330792', 'DRUGBANK:DB13268', 'MESH:C005284', 'CAS:202-582-3', 'CAS:97-44-9', 'DrugCentral:55', 'INCHIKEY:ODFJOVXVLFUVNQ-UHFFFAOYSA-N', 'UMLS:C0050436']"
Acetate Aiberona,,CHEBI:30089,Acetate,Drug 1: Acetate Aiberona; Drug 2: Acetate,False,CHEBI:30089,True,CHEBI:30089,Acetate,"['CHEBI:30089', 'UNII:569DQM74SC', 'PUBCHEM.COMPOUND:175', 'DRUGBANK:DB14511', 'MESH:D000085', 'CAS:71-50-1', 'INCHIKEY:QTBSBXVTEAMEQO-UHFFFAOYSA-M', 'UMLS:C0000979']"
Acetazolamide,,CHEBI:27690,Acetazolamide,Drug 1: Acetazolamide; Drug 2: Acetazolamide,True,CHEBI:27690,True,CHEBI:27690,Acetazolamide,"['CHEBI:27690', 'UNII:O3FX965V0I', 'PUBCHEM.COMPOUND:1986', 'CHEMBL.COMPOUND:CHEMBL20', 'DRUGBANK:DB00819', 'MESH:D000086', 'CAS:124442-28-0', 'CAS:200-440-5', 'CAS:59-66-5', 'DrugCentral:56', 'GTOPDB:6792', 'HMDB:HMDB0014957', 'KEGG.COMPOUND:C06805', 'INCHIKEY:BZKPWHYZMXOIDC-UHFFFAOYSA-N', 'UMLS:C0000981', 'RXCUI:167', 'CHEBI:31163', 'UNII:429ZT169UH', 'PUBCHEM.COMPOUND:13290219', 'CHEMBL.COMPOUND:CHEMBL1200814', 'INCHIKEY:MRSXAJAOWWFZJJ-UHFFFAOYSA-M', 'RXCUI:197303', 'UMLS:C0687772', 'RXCUI:197304', 'UMLS:C0687773', 'RXCUI:250461', 'UMLS:C0792353', 'RXCUI:307702', 'UMLS:C0973784', 'RXCUI:315271', 'UMLS:C0982980', 'RXCUI:315272', 'UMLS:C0982981', 'RXCUI:317288', 'UMLS:C0991900', 'RXCUI:370525', 'UMLS:C1244546', 'RXCUI:370526', 'UMLS:C1244547', 'RXCUI:562524', 'UMLS:C1591474', 'RXCUI:1152846', 'UMLS:C3207343', 'RXCUI:1152847', 'UMLS:C3207344', 'RXCUI:1152848', 'UMLS:C3207345', 'RXCUI:1719786', 'UMLS:C4057946', 'UMLS:C0304713', 'RXCUI:91406']"
Acetic acid,,Error,Error,Drug 1: Acetic acid; Drug 2: Error,False,CHEBI:15366,True,CHEBI:15366,Acetic acid,"['CHEBI:15366', 'PUBCHEM.COMPOUND:176', 'CHEMBL.COMPOUND:CHEMBL539', 'DRUGBANK:DB03166', 'MESH:D019342', 'CAS:200-580-7', 'CAS:64-19-7', 'CAS:77671-22-8', 'DrugCentral:4211', 'GTOPDB:1058', 'HMDB:HMDB0000042', 'KEGG.COMPOUND:C00033', 'INCHIKEY:QTBSBXVTEAMEQO-UHFFFAOYSA-N', 'UMLS:C0000983', 'RXCUI:168', 'UNII:2A9OM7IPNW', 'PUBCHEM.COMPOUND:450349', 'CHEMBL.COMPOUND:CHEMBL4297336', 'DRUGBANK:DB15111', 'MESH:C438206', 'CAS:78887-71-5', 'INCHIKEY:QTBSBXVTEAMEQO-JVVVGQRLSA-N', 'UMLS:C1098488', 'UMLS:C5139831', 'RXCUI:2550706', 'RXCUI:197305', 'UMLS:C0687776', 'RXCUI:204890', 'UMLS:C0704887', 'RXCUI:243591', 'UMLS:C0783232', 'RXCUI:307707', 'UMLS:C0973789', 'RXCUI:329063', 'UMLS:C1124129', 'RXCUI:329143', 'UMLS:C1124233', 'RXCUI:330557', 'UMLS:C1126237', 'RXCUI:333920', 'UMLS:C1130515', 'RXCUI:370527', 'UMLS:C1244548', 'RXCUI:370528', 'UMLS:C1244549', 'RXCUI:1152864', 'UMLS:C3207361', 'RXCUI:1152865', 'UMLS:C3207362', 'RXCUI:1152867', 'UMLS:C3207364', 'RXCUI:1152868', 'UMLS:C3207365', 'RXCUI:2204414', 'UMLS:C5210274', 'RXCUI:2204415', 'UMLS:C5209994']"
Acetylcystein,,CHEBI:28939,Acetylcysteine,Drug 1: Acetylcystein; Drug 2: Acetylcysteine,True,CHEBI:28939,True,CHEBI:28939,Acetylcysteine,"['CHEBI:28939', 'UNII:WYQ7N0BPYC', 'PUBCHEM.COMPOUND:12035', 'CHEMBL.COMPOUND:CHEMBL600', 'DRUGBANK:DB06151', 'MESH:D000111', 'CAS:210-498-3', 'CAS:616-91-1', 'DrugCentral:66', 'GTOPDB:10945', 'HMDB:HMDB0001890', 'INCHIKEY:PWKSKIMOESPYIA-BYPYZUCNSA-N', 'UMLS:C0001047', 'RXCUI:197', 'RXCUI:106781', 'UMLS:C0358764', 'RXCUI:106783', 'UMLS:C0358767', 'RXCUI:237163', 'RXCUI:307718', 'UMLS:C0973805', 'RXCUI:307719', 'UMLS:C0973812', 'RXCUI:329165', 'UMLS:C1124265', 'RXCUI:340088', 'UMLS:C1140360', 'RXCUI:345086', 'UMLS:C1148481', 'RXCUI:345092', 'UMLS:C1148491', 'RXCUI:370532', 'UMLS:C1244553', 'RXCUI:377405', 'UMLS:C1251629', 'RXCUI:404825', 'UMLS:C1330030', 'RXCUI:429042', 'UMLS:C1358310', 'RXCUI:437272', 'UMLS:C1366600', 'RXCUI:437279', 'UMLS:C1366607', 'RXCUI:465377', 'UMLS:C1443671', 'RXCUI:582117', 'UMLS:C1613501', 'RXCUI:582119', 'UMLS:C1612396', 'RXCUI:606971', 'UMLS:C1638296', 'RXCUI:664732', 'UMLS:C1812839', 'RXCUI:1153148', 'UMLS:C3207639', 'RXCUI:1153149', 'UMLS:C3207640', 'RXCUI:1153150', 'UMLS:C1272567', 'RXCUI:1153152', 'UMLS:C3207642', 'RXCUI:1153153', 'UMLS:C3207643', 'RXCUI:1168410', 'UMLS:C3222578', 'RXCUI:1490795', 'RXCUI:1591923', 'RXCUI:1742774', 'UMLS:C4083009', 'RXCUI:1742776', 'UMLS:C4084201', 'RXCUI:2108211', 'UMLS:C4745718', 'RXCUI:2693998', 'RXCUI:2693999', 'UMLS:C4283417', 'RXCUI:1809634']"
Acetylsalicylic acid,,Error,Error,Drug 1: Acetylsalicylic acid; Drug 2: Error,False,CHEBI:135185,True,CHEBI:135185,Guacetisal,"['CHEBI:135185', 'UNII:T6EKB9V2O2', 'PUBCHEM.COMPOUND:68749', 'CHEMBL.COMPOUND:CHEMBL2105097', 'DRUGBANK:DB13538', 'MESH:C023557', 'CAS:259-663-1', 'CAS:55482-89-8', 'DrugCentral:1333', 'INCHIKEY:HSJFYRYGGKLQBT-UHFFFAOYSA-N', 'UMLS:C0120436']"
Acetylsalicylic acid + [magnesium hydroxide],,Error,Error,Drug 1: Acetylsalicylic acid + [magnesium hydroxide]; Drug 2: Error,False,CHEBI:6640,True,CHEBI:6640,Magnesium salicylate,"['CHEBI:6640', 'UNII:JQ69D454N1', 'PUBCHEM.COMPOUND:54684589', 'PUBCHEM.COMPOUND:64738', 'CHEMBL.COMPOUND:CHEMBL2106755', 'DRUGBANK:DB01397', 'CAS:18917-89-0', 'CAS:551-37-1', 'DrugCentral:4510', 'HMDB:HMDB0015469', 'KEGG.COMPOUND:C07995', 'INCHIKEY:MQHWFIOJQSCFNM-UHFFFAOYSA-L', 'UNII:41728CY7UX', 'CHEMBL.COMPOUND:CHEMBL3989810', 'MESH:C496892', 'INCHIKEY:NBQBEWAYWAMLJJ-UHFFFAOYSA-L', 'UMLS:C0126789', 'RXCUI:52364', 'PUBCHEM.COMPOUND:3045402', 'PUBCHEM.COMPOUND:5282387', 'PUBCHEM.COMPOUND:24871323', 'INCHIKEY:MQHWFIOJQSCFNM-UHFFFAOYSA-J', 'PUBCHEM.COMPOUND:54708862', 'PUBCHEM.COMPOUND:101611440', 'RXCUI:151653', 'UMLS:C0591397', 'RXCUI:197907', 'UMLS:C0689416', 'RXCUI:198742', 'UMLS:C0691600', 'RXCUI:204422', 'UMLS:C0702669', 'RXCUI:218815', 'UMLS:C0722188', 'RXCUI:311432', 'UMLS:C0978322', 'RXCUI:316212', 'UMLS:C0987471', 'RXCUI:316213', 'UMLS:C0987472', 'RXCUI:316215', 'UMLS:C0987474', 'RXCUI:316217', 'UMLS:C0987478', 'RXCUI:316218', 'UMLS:C0987479', 'RXCUI:331420', 'UMLS:C1127308', 'RXCUI:343089', 'UMLS:C1145807', 'RXCUI:345839', 'UMLS:C1153786', 'RXCUI:360307', 'UMLS:C1178509', 'RXCUI:360410', 'UMLS:C1178615', 'RXCUI:375862', 'UMLS:C1250008', 'RXCUI:647978', 'UMLS:C1743204', 'RXCUI:672600', 'UMLS:C1813830', 'RXCUI:762869', 'UMLS:C2242066', 'RXCUI:762870', 'UMLS:C2242067', 'RXCUI:762871', 'UMLS:C2242068', 'RXCUI:762872', 'UMLS:C1656312', 'RXCUI:809585', 'UMLS:C2366286', 'RXCUI:830386', 'UMLS:C2586766', 'RXCUI:830387', 'UMLS:C1242206', 'RXCUI:830388', 'UMLS:C0875785', 'RXCUI:995941', 'UMLS:C2918601', 'RXCUI:995942', 'UMLS:C0715535', 'RXCUI:1001435', 'UMLS:C2926845', 'RXCUI:1158045', 'UMLS:C3212460', 'RXCUI:1158046', 'UMLS:C3212461', 'RXCUI:1173177', 'UMLS:C3227222', 'RXCUI:1173178', 'UMLS:C3227223', 'RXCUI:1179361', 'UMLS:C3233244', 'RXCUI:1179362', 'UMLS:C3233245', 'RXCUI:1184950', 'UMLS:C3238740', 'RXCUI:1184951', 'UMLS:C3238741', 'RXCUI:1233713', 'UMLS:C3249851', 'RXCUI:1233714', 'UMLS:C3249852', 'RXCUI:1233715', 'UMLS:C3249853', 'RXCUI:1233716', 'UMLS:C3249854', 'RXCUI:1233717', 'UMLS:C3249855', 'RXCUI:1233718', 'UMLS:C3249856', 'RXCUI:1440059', 'UMLS:C3667806', 'RXCUI:1440060', 'UMLS:C3667807']"
Acetylsalicylic acid + magnesium hydroxide,,Error,Error,Drug 1: Acetylsalicylic acid + magnesium hydroxide; Drug 2: Error,False,CHEBI:6637,True,CHEBI:6637,Magnesium hydroxide,"['CHEBI:6637', 'UNII:NBZ3QY004S', 'PUBCHEM.COMPOUND:73981', 'CHEMBL.COMPOUND:CHEMBL1200718', 'DRUGBANK:DB09104', 'MESH:D008276', 'CAS:1309-42-8', 'CAS:1909-42-8', 'CAS:215-170-3', 'DrugCentral:4244', 'KEGG.COMPOUND:C07876', 'INCHIKEY:VTHJTEIRLNZDEV-UHFFFAOYSA-L', 'UMLS:C0024476', 'RXCUI:6581', 'RXCUI:104015', 'UMLS:C0353767', 'RXCUI:106634', 'UMLS:C0358586', 'RXCUI:204760', 'UMLS:C0704448', 'RXCUI:210887', 'UMLS:C0712854', 'RXCUI:219233', 'UMLS:C0722618', 'RXCUI:242189', 'UMLS:C0780499', 'RXCUI:243353', 'UMLS:C0782828', 'RXCUI:253017', 'UMLS:C0795367', 'RXCUI:311427', 'UMLS:C0978317', 'RXCUI:314087', 'UMLS:C0981569', 'RXCUI:316201', 'UMLS:C0987445', 'RXCUI:316202', 'UMLS:C0987446', 'RXCUI:316203', 'UMLS:C0987447', 'RXCUI:316204', 'UMLS:C0987448', 'RXCUI:316206', 'UMLS:C0987450', 'RXCUI:316207', 'UMLS:C0987451', 'RXCUI:316208', 'UMLS:C0987454', 'RXCUI:316211', 'UMLS:C0987457', 'RXCUI:329025', 'UMLS:C1124077', 'RXCUI:330961', 'UMLS:C1126771', 'RXCUI:330974', 'UMLS:C1126784', 'RXCUI:330975', 'UMLS:C1126785', 'RXCUI:332144', 'UMLS:C1128317', 'RXCUI:332392', 'UMLS:C1128604', 'RXCUI:332749', 'UMLS:C1129055', 'RXCUI:336883', 'UMLS:C1134225', 'RXCUI:372685', 'UMLS:C1246744', 'RXCUI:372687', 'UMLS:C1246746', 'RXCUI:384966', 'UMLS:C1261760', 'RXCUI:438213', 'UMLS:C1367589', 'RXCUI:441079', 'UMLS:C1371146', 'RXCUI:476552', 'UMLS:C1509898', 'RXCUI:476859', 'UMLS:C1509937', 'RXCUI:571365', 'UMLS:C1605569', 'RXCUI:645293', 'UMLS:C1724460', 'RXCUI:790436', 'UMLS:C2341692', 'RXCUI:845651', 'UMLS:C2682882', 'RXCUI:845652', 'UMLS:C0712862', 'RXCUI:1088240', 'UMLS:C2978142', 'RXCUI:1088241', 'UMLS:C2978143', 'RXCUI:1088242', 'UMLS:C2978144', 'RXCUI:1088243', 'UMLS:C2978145', 'RXCUI:1157488', 'UMLS:C3211910', 'RXCUI:1157489', 'UMLS:C3211911', 'RXCUI:1157490', 'UMLS:C3211912', 'RXCUI:1180608', 'UMLS:C3234460', 'RXCUI:1180609', 'UMLS:C3234461', 'RXCUI:1182942', 'UMLS:C3236775', 'RXCUI:1182943', 'UMLS:C3236776', 'RXCUI:1246292', 'UMLS:C3267456', 'RXCUI:1295473', 'UMLS:C3466136', 'RXCUI:1295874', 'UMLS:C3466528', 'RXCUI:1376206', 'UMLS:C3556769', 'RXCUI:1607294', 'UMLS:C4018121', 'RXCUI:1874538', 'UMLS:C4318189', 'RXCUI:2280709', 'UMLS:C5241603', 'RXCUI:2602839', 'UMLS:C5673598']"
Acetylsalicylic acid+[ascorbic acid+rutoside]; Diphenhydramin+metamizole sodium+[calcium gluconate],,Error,Error,Drug 1: Acetylsalicylic acid+[ascorbic acid+rutoside]; Diphenhydramin+metamizole sodium+[calcium gluconate]; Drug 2: Error,,CHEBI:22652,True,CHEBI:22652,Ascorbic acid,"['CHEBI:22652', 'CHEBI:29073', 'UNII:PQ6CK8PD0R', 'PUBCHEM.COMPOUND:54670067', 'CHEMBL.COMPOUND:CHEMBL196', 'DRUGBANK:DB00126', 'MESH:C000820', 'MESH:C054937', 'MESH:D001205', 'CAS:200-066-2', 'CAS:50-81-7', 'CAS:53262-66-1', 'CAS:6730-29-6', 'DrugCentral:4072', 'GTOPDB:4781', 'HMDB:HMDB0000044', 'KEGG.COMPOUND:C00072', 'INCHIKEY:CIWBSHSKHKDKBQ-JLAZNSOCSA-N', 'UMLS:C0003968', 'UMLS:C0070109', 'UMLS:C0074309', 'RXCUI:1151', 'CHEBI:113451', 'UNII:S033EH8359', 'PUBCHEM.COMPOUND:23667548', 'CHEMBL.COMPOUND:CHEMBL591665', 'DRUGBANK:DB14482', 'CAS:134-03-2', 'CAS:205-126-1', 'INCHIKEY:PPASLZSBLFJQEF-RXSVEWSESA-M', 'UMLS:C0887557', 'RXCUI:267366', 'RXCUI:141991', 'UMLS:C0543082', 'RXCUI:198892', 'UMLS:C0691919', 'RXCUI:198893', 'UMLS:C0691921', 'RXCUI:198896', 'UMLS:C0691927', 'RXCUI:198897', 'UMLS:C0691934', 'RXCUI:199083', 'UMLS:C0692341', 'RXCUI:199834', 'UMLS:C0693500', 'RXCUI:211855', 'UMLS:C0714240', 'RXCUI:211869', 'UMLS:C0714256', 'RXCUI:212360', 'UMLS:C0715133', 'RXCUI:215794', 'UMLS:C0719058', 'RXCUI:215931', 'UMLS:C0719202', 'RXCUI:218556', 'UMLS:C0721914', 'RXCUI:237717', 'UMLS:C0773482', 'RXCUI:237718', 'UMLS:C0773484', 'RXCUI:237722', 'UMLS:C0773489', 'RXCUI:243789', 'UMLS:C0783707', 'RXCUI:245462', 'UMLS:C0786164', 'RXCUI:245473', 'UMLS:C0786175', 'RXCUI:245474', 'UMLS:C0786176', 'RXCUI:282402', 'UMLS:C0936052', 'RXCUI:282737', 'UMLS:C0936615', 'RXCUI:283293', 'UMLS:C0937247', 'RXCUI:283294', 'UMLS:C0937248', 'RXCUI:308376', 'UMLS:C0974567', 'RXCUI:308377', 'UMLS:C0974568', 'RXCUI:308382', 'UMLS:C0974573', 'RXCUI:308384', 'UMLS:C0974578', 'RXCUI:308391', 'UMLS:C0974587', 'RXCUI:308392', 'UMLS:C0974588', 'RXCUI:308395', 'UMLS:C0974593', 'RXCUI:308396', 'UMLS:C0974596', 'RXCUI:308399', 'UMLS:C0974599', 'RXCUI:312969', 'UMLS:C0980180', 'RXCUI:313803', 'UMLS:C0981215', 'RXCUI:313841', 'UMLS:C0981259', 'RXCUI:315388', 'UMLS:C0983799', 'RXCUI:315389', 'UMLS:C0983800', 'RXCUI:315390', 'UMLS:C0983804', 'RXCUI:315391', 'UMLS:C0983805', 'RXCUI:315392', 'UMLS:C0983809', 'RXCUI:315393', 'UMLS:C0983810', 'RXCUI:315396', 'UMLS:C0983814', 'RXCUI:315397', 'UMLS:C0983815', 'RXCUI:315398', 'UMLS:C0983816', 'RXCUI:315399', 'UMLS:C0983817', 'RXCUI:315403', 'UMLS:C0983827', 'RXCUI:315405', 'UMLS:C0983829', 'RXCUI:315406', 'UMLS:C0983830', 'RXCUI:315407', 'UMLS:C0983832', 'RXCUI:315409', 'UMLS:C0983835', 'RXCUI:315410', 'UMLS:C0983836', 'RXCUI:317294', 'UMLS:C0992003', 'RXCUI:317295', 'UMLS:C0992004', 'RXCUI:331127', 'UMLS:C1126961', 'RXCUI:333445', 'UMLS:C1129913', 'RXCUI:333446', 'UMLS:C1129914', 'RXCUI:333448', 'UMLS:C1129916', 'RXCUI:333449', 'UMLS:C1129917', 'RXCUI:333450', 'UMLS:C1129918', 'RXCUI:333688', 'UMLS:C1130234', 'RXCUI:333831', 'UMLS:C1130410', 'RXCUI:335840', 'UMLS:C1132906', 'RXCUI:336611', 'UMLS:C1133894', 'RXCUI:350183', 'UMLS:C1165846', 'RXCUI:366367', 'UMLS:C1240335', 'RXCUI:368481', 'UMLS:C1242466', 'RXCUI:369677', 'UMLS:C1243689', 'RXCUI:370594', 'UMLS:C1244615', 'RXCUI:370597', 'UMLS:C1244618', 'RXCUI:370598', 'UMLS:C1244619', 'RXCUI:370599', 'UMLS:C1244620', 'RXCUI:370600', 'UMLS:C1244621', 'RXCUI:370601', 'UMLS:C1244622', 'RXCUI:370602', 'UMLS:C1244623', 'RXCUI:370604', 'UMLS:C1244625', 'RXCUI:370934', 'UMLS:C1244965', 'RXCUI:377583', 'UMLS:C1251815', 'RXCUI:572184', 'UMLS:C1606382', 'RXCUI:572198', 'UMLS:C1606396', 'RXCUI:572556', 'UMLS:C1606753', 'RXCUI:602126', 'UMLS:C1627899', 'RXCUI:602127', 'UMLS:C1629805', 'RXCUI:602135', 'UMLS:C1627900', 'RXCUI:802690', 'UMLS:C2356081', 'RXCUI:846043', 'UMLS:C2683117', 'RXCUI:846044', 'UMLS:C0773474', 'RXCUI:846045', 'UMLS:C2683118', 'RXCUI:891782', 'UMLS:C2729804', 'RXCUI:891807', 'UMLS:C2729824', 'RXCUI:1043293', 'UMLS:C2948045', 'RXCUI:1090957', 'UMLS:C2979502', 'RXCUI:1150074', 'UMLS:C3205048', 'RXCUI:1150075', 'UMLS:C3205049', 'RXCUI:1150076', 'UMLS:C3205050', 'RXCUI:1150077', 'UMLS:C3205051', 'RXCUI:1152948', 'UMLS:C3207442', 'RXCUI:1152949', 'UMLS:C0777543', 'RXCUI:1152950', 'UMLS:C3207443', 'RXCUI:1152951', 'UMLS:C3207444', 'RXCUI:1152952', 'UMLS:C3207445', 'RXCUI:1166222', 'UMLS:C3220455', 'RXCUI:1166223', 'UMLS:C3220456', 'RXCUI:1170152', 'UMLS:C3224281', 'RXCUI:1170153', 'UMLS:C3224282', 'RXCUI:1176690', 'UMLS:C3230630', 'RXCUI:1177001', 'UMLS:C3230935', 'RXCUI:1177002', 'UMLS:C3230936', 'RXCUI:1294927', 'UMLS:C3465592', 'RXCUI:1295233', 'UMLS:C3465897', 'RXCUI:1295427', 'UMLS:C3466090', 'RXCUI:1295484', 'UMLS:C3466147', 'RXCUI:1295728', 'UMLS:C3466391', 'RXCUI:1295821', 'UMLS:C3466477', 'RXCUI:1297028', 'UMLS:C3467617', 'RXCUI:1305185', 'UMLS:C3486133', 'RXCUI:1314658', 'UMLS:C3500492', 'RXCUI:1424901', 'UMLS:C3644434', 'RXCUI:1424902', 'UMLS:C3644435', 'RXCUI:1441371', 'UMLS:C3668746', 'RXCUI:1859191', 'UMLS:C4293445', 'RXCUI:1859192', 'UMLS:C4293487', 'RXCUI:1859193', 'UMLS:C4292627', 'RXCUI:1870178', 'UMLS:C4307186', 'RXCUI:1870181', 'UMLS:C4307183', 'RXCUI:2002735', 'UMLS:C4688975', 'RXCUI:2002736', 'UMLS:C4688976', 'RXCUI:2002737', 'UMLS:C4688977', 'RXCUI:2002738', 'UMLS:C4688978', 'RXCUI:2002739', 'UMLS:C4551849', 'RXCUI:2045234', 'UMLS:C4692085', 'RXCUI:2045237', 'UMLS:C4692088', 'RXCUI:2121705', 'UMLS:C4765109', 'RXCUI:2284147', 'UMLS:C5243448', 'RXCUI:2603482', 'UMLS:C5673952', 'RXCUI:2636651', 'UMLS:C5814486', 'RXCUI:2636652', 'UMLS:C5814487', 'RXCUI:2636653', 'UMLS:C5814488', 'RXCUI:2636654', 'UMLS:C5814489', 'RXCUI:2699355']"
Acetylsalicylic acid+[citric acid+sodium bicarbonate],,Error,Error,Drug 1: Acetylsalicylic acid+[citric acid+sodium bicarbonate]; Drug 2: Error,False,RXCUI:1152459,True,RXCUI:1152459,citric acid / simethicone / sodium bicarbonate Oral Product,"['RXCUI:1152459', 'UMLS:C3206960', 'RXCUI:1295352', 'UMLS:C3466016', 'RXCUI:2474332', 'UMLS:C5433185', 'RXCUI:2474334', 'UMLS:C2342738', 'RXCUI:2474335', 'UMLS:C5433109', 'RXCUI:2474336', 'UMLS:C5433126', 'RXCUI:2474337', 'UMLS:C5433142', 'RXCUI:2474338', 'UMLS:C5433143']"
Acetylsalicylic acid+[magnesium hydroxide],,CHEBI:6637,Magnesium hydroxide,Drug 1: Acetylsalicylic acid+[magnesium hydroxide]; Drug 2: Magnesium hydroxide,False,CHEBI:6637,True,CHEBI:6637,Magnesium hydroxide,"['CHEBI:6637', 'UNII:NBZ3QY004S', 'PUBCHEM.COMPOUND:73981', 'CHEMBL.COMPOUND:CHEMBL1200718', 'DRUGBANK:DB09104', 'MESH:D008276', 'CAS:1309-42-8', 'CAS:1909-42-8', 'CAS:215-170-3', 'DrugCentral:4244', 'KEGG.COMPOUND:C07876', 'INCHIKEY:VTHJTEIRLNZDEV-UHFFFAOYSA-L', 'UMLS:C0024476', 'RXCUI:6581', 'RXCUI:104015', 'UMLS:C0353767', 'RXCUI:106634', 'UMLS:C0358586', 'RXCUI:204760', 'UMLS:C0704448', 'RXCUI:210887', 'UMLS:C0712854', 'RXCUI:219233', 'UMLS:C0722618', 'RXCUI:242189', 'UMLS:C0780499', 'RXCUI:243353', 'UMLS:C0782828', 'RXCUI:253017', 'UMLS:C0795367', 'RXCUI:311427', 'UMLS:C0978317', 'RXCUI:314087', 'UMLS:C0981569', 'RXCUI:316201', 'UMLS:C0987445', 'RXCUI:316202', 'UMLS:C0987446', 'RXCUI:316203', 'UMLS:C0987447', 'RXCUI:316204', 'UMLS:C0987448', 'RXCUI:316206', 'UMLS:C0987450', 'RXCUI:316207', 'UMLS:C0987451', 'RXCUI:316208', 'UMLS:C0987454', 'RXCUI:316211', 'UMLS:C0987457', 'RXCUI:329025', 'UMLS:C1124077', 'RXCUI:330961', 'UMLS:C1126771', 'RXCUI:330974', 'UMLS:C1126784', 'RXCUI:330975', 'UMLS:C1126785', 'RXCUI:332144', 'UMLS:C1128317', 'RXCUI:332392', 'UMLS:C1128604', 'RXCUI:332749', 'UMLS:C1129055', 'RXCUI:336883', 'UMLS:C1134225', 'RXCUI:372685', 'UMLS:C1246744', 'RXCUI:372687', 'UMLS:C1246746', 'RXCUI:384966', 'UMLS:C1261760', 'RXCUI:438213', 'UMLS:C1367589', 'RXCUI:441079', 'UMLS:C1371146', 'RXCUI:476552', 'UMLS:C1509898', 'RXCUI:476859', 'UMLS:C1509937', 'RXCUI:571365', 'UMLS:C1605569', 'RXCUI:645293', 'UMLS:C1724460', 'RXCUI:790436', 'UMLS:C2341692', 'RXCUI:845651', 'UMLS:C2682882', 'RXCUI:845652', 'UMLS:C0712862', 'RXCUI:1088240', 'UMLS:C2978142', 'RXCUI:1088241', 'UMLS:C2978143', 'RXCUI:1088242', 'UMLS:C2978144', 'RXCUI:1088243', 'UMLS:C2978145', 'RXCUI:1157488', 'UMLS:C3211910', 'RXCUI:1157489', 'UMLS:C3211911', 'RXCUI:1157490', 'UMLS:C3211912', 'RXCUI:1180608', 'UMLS:C3234460', 'RXCUI:1180609', 'UMLS:C3234461', 'RXCUI:1182942', 'UMLS:C3236775', 'RXCUI:1182943', 'UMLS:C3236776', 'RXCUI:1246292', 'UMLS:C3267456', 'RXCUI:1295473', 'UMLS:C3466136', 'RXCUI:1295874', 'UMLS:C3466528', 'RXCUI:1376206', 'UMLS:C3556769', 'RXCUI:1607294', 'UMLS:C4018121', 'RXCUI:1874538', 'UMLS:C4318189', 'RXCUI:2280709', 'UMLS:C5241603', 'RXCUI:2602839', 'UMLS:C5673598']"
