category_class	label	harrisons_view	mondo_txgnn	mondo_top_grouping	medical_specialization	txgnn	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_qaly_lost
MONDO:0012479	congenital malabsorptive diarrhea 4	hereditary_disease|digestive_system_disorder	other	hereditary_disease|digestive_system_disorder	gastroenterology|pediatric|genetics_and_genomics	congenital_gland_disease|metabolic_disorder|inflammatory_disease	upper_gastrointestinal_disorder|lower_gastrointestinal_disorder	false	false	false	false	very_high
MONDO:0012480	diabetes mellitus, transient neonatal, 2	metabolic_disease|hereditary_disease|digestive_system_disorder|endocrine_system_disorder	metabolic_disease|diabetes_mellitus|endocrine_system_disorder	hereditary_disease|digestive_system_disorder|endocrine_system_disorder|metabolic_disease	pediatric|endocrinology	metabolic_disorder|cardiovascular_disorder|autoimmune_diseases	endocrine_disorder	false	false	true	true	high
MONDO:0012481	mevalonic aciduria	metabolic_disease|connective_tissue_disorder|syndromic_disease|disorder_of_development_or_morphogenesis|hereditary_disease|disorder_of_visual_system	metabolic_disease	syndromic_disease|hereditary_disease|disorder_of_development_or_morphogenesis|disorder_of_visual_system|disorder_of_orbital_region|metabolic_disease|connective_tissue_disorder	pediatrics|biochemistry|metabolism|genetics_and_genomics	metabolic_disorder|neurodegenerative_disease	liver_disorder|bone_disorder|metabolic_disorder	false	false	false	false	very_high
MONDO:0012483	cone-rod dystrophy 11	psychiatric_disorder|hereditary_disease|disorder_of_visual_system|nervous_system_disorder	psychiatric_disorder	psychiatric_disorder|hereditary_disease|disorder_of_visual_system|disorder_of_orbital_region|nervous_system_disorder	ophthalmology|genetics_and_genomics|neurology	metabolic_disorder|inflammatory_disease|neurodegenerative_disease	eye_disorder	false	false	false	false	medium
MONDO:0012484	prosopagnosia, hereditary	psychiatric_disorder|hereditary_disease|nervous_system_disorder	psychiatric_disorder	psychiatric_disorder|hereditary_disease|nervous_system_disorder	psychiatry|genetics_and_genomics|neurology	mental_health_disorder|neurodegenerative_disease	brain_disorder	false	false	false	false	low
MONDO:0012485	autosomal recessive nonsyndromic hearing loss 68	auditory_system_disorder|psychiatric_disorder|hereditary_disease|nervous_system_disorder	psychiatric_disorder	psychiatric_disorder|hereditary_disease|nervous_system_disorder|auditory_system_disorder	pediatrics|otolaryngology|genetics_and_genomics	metabolic_disorder|autoimmune_diseases|neurodegenerative_disease	ear_disorder	false	false	false	false	low
MONDO:0012486	preauricular tag, isolated, autosomal dominant, 1	hereditary_disease	other	hereditary_disease	dermatology|pediatric|genetics_and_genomics	metabolic_disorder|genetic_disease	skin_disorder|ear_disorder	false	false	false	false	low
MONDO:0012487	alopecia-intellectual disability syndrome 2	syndromic_disease|hereditary_disease	other	syndromic_disease|hereditary_disease	pediatric|genetics_and_genomics|neurology	metabolic_disorder|autoimmune_diseases|neurodegenerative_disease	immune_disorder|brain_disorder	false	false	false	false	medium
MONDO:0012489	cataract 23	hereditary_disease|disorder_of_visual_system	other	hereditary_disease|disorder_of_visual_system|disorder_of_orbital_region	ophthalmology	metabolic_disorder|inflammatory_disease|neurodegenerative_disease	eye_disorder	false	false	false	true	medium
MONDO:0012490	cone-rod synaptic disorder, congenital nonprogressive	psychiatric_disorder|hereditary_disease|disorder_of_visual_system|nervous_system_disorder	psychiatric_disorder	psychiatric_disorder|hereditary_disease|disorder_of_visual_system|disorder_of_orbital_region|nervous_system_disorder	ophthalmology|genetics_and_genomics|neurology	neurodegenerative_disease|metabolic_disorder	eye_disorder|brain_disorder	false	false	false	false	high
MONDO:0012491	macroglobulinemia, Waldenstrom, 2	hematologic_disorder|cancer_or_benign_tumor|immune_system_disorder|metabolic_disease|hereditary_disease	cancer_or_benign_tumor|metabolic_disease	immune_system_disorder|hematologic_disorder|hereditary_disease|cancer_or_benign_tumor|metabolic_disease	oncology|hematology	autoimmune_diseases|cancer|anemia	lymphatic_disorder|blood_bone_marrow_disorder	false	true	false	true	high
MONDO:0012494	testicular microlithiasis	hereditary_disease	other	hereditary_disease	urology|genetics_and_genomics	metabolic_disorder|anemia	lower_gastrointestinal_disorder|reproductive_system_disorder	false	false	false	false	low
MONDO:0012495	spondyloepimetaphyseal dysplasia, Genevieve type	disorder_of_development_or_morphogenesis|hereditary_disease|musculoskeletal_system_disorder	other	hereditary_disease|disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder	orthopaedic|pediatric|genetics_and_genomics	metabolic_disorder|inflammatory_disease|neurodegenerative_disease	joint_disorder|bone_disorder|spinal_disorder	false	false	false	false	high
MONDO:0012496	Koolen-de Vries syndrome	disorder_of_development_or_morphogenesis|hereditary_disease	other	hereditary_disease|disorder_of_development_or_morphogenesis	pediatric|genetics_and_genomics|neurology	autoimmune_diseases|metabolic_disorder|neurodegenerative_disease	muscle_disorder|immune_disorder|brain_disorder	false	false	false	false	high
MONDO:0012497	congenital stationary night blindness autosomal dominant 3	psychiatric_disorder|nervous_system_disorder|disorder_of_visual_system|hereditary_disease	psychiatric_disorder	psychiatric_disorder|hereditary_disease|disorder_of_visual_system|disorder_of_orbital_region|nervous_system_disorder	ophthalmology|genetics_and_genomics|neurology	autoimmune_diseases|metabolic_disorder|neurodegenerative_disease	eye_disorder|brain_disorder	false	false	false	false	low
MONDO:0012498	congenital stationary night blindness autosomal dominant 1	psychiatric_disorder|nervous_system_disorder|disorder_of_visual_system|hereditary_disease	psychiatric_disorder	psychiatric_disorder|hereditary_disease|disorder_of_visual_system|disorder_of_orbital_region|nervous_system_disorder	ophthalmology|pediatric|genetics_and_genomics	autoimmune_diseases|metabolic_disorder|neurodegenerative_disease	eye_disorder|brain_disorder	false	false	false	false	low
MONDO:0012500	chilblain lupus 1	connective_tissue_disorder|syndromic_disease|integumentary_system_disorder|cardiovascular_disorder|immune_system_disorder|hereditary_disease	cardiovascular_disorder|autoimmune_disease	hereditary_disease|connective_tissue_disorder|integumentary_system_disorder|immune_system_disorder|cardiovascular_disorder|syndromic_disease	rheumatology|dermatology	inflammatory_disease|autoimmune_diseases|adrenal_gland_disease	immune_disorder__skin_disorder	false	false	false	true	medium
MONDO:0012502	normophosphatemic familial tumoral calcinosis	cancer_or_benign_tumor|endocrine_system_disorder|integumentary_system_disorder|metabolic_disease|hereditary_disease	cancer_or_benign_tumor|metabolic_disease|endocrine_system_disorder	hereditary_disease|integumentary_system_disorder|endocrine_system_disorder|metabolic_disease|cancer_or_benign_tumor	endocrinology|renal_medicine|genetics_and_genomics|oncology|urology	metabolic_disorder|cancer	kidney_disorder|bone_disorder	false	false	false	false	high
MONDO:0012503	thiopurine S-methyltransferase deficiency	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease	hepatology|genetics_and_genomics|hematology	genetic_disorder|metabolic_disorder	immune_disorder|liver_disorder|blood_bone_marrow_disorder	false	false	false	false	high
MONDO:0012504	camptodactyly-tall stature-scoliosis-hearing loss syndrome	musculoskeletal_system_disorder|hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder	otolaryngology|orthopaedic|genetics_and_genomics|pediatric	neurodegenerative_disease|inflammatory_disease|metabolic_disorder|autoimmune_diseases	joint_disorder|spinal_disorder|ear_disorder	false	false	false	false	medium
MONDO:0012505	pigmented nodular adrenocortical disease, primary, 2	endocrine_system_disorder|hereditary_disease	endocrine_system_disorder	hereditary_disease|endocrine_system_disorder	endocrinology|dermatology	metabolic_disorder|adrenal_gland_disease	vascular_disorder|endocrine_disorder	false	true	false	false	high
MONDO:0012506	arrhythmogenic right ventricular dysplasia 11	cardiovascular_disorder|musculoskeletal_system_disorder|hereditary_disease	cardiovascular_disorder	hereditary_disease|musculoskeletal_system_disorder|cardiovascular_disorder	cardiology|genetics_and_genomics|cardiothoracic	cardiovascular_disorder|arrhythmogenic_right_ventricular_dysplasia	muscle_disorder|heart_disorder	false	false	false	false	high
MONDO:0012507	retinal cone dystrophy 4	psychiatric_disorder|nervous_system_disorder|disorder_of_visual_system|hereditary_disease	psychiatric_disorder	hereditary_disease|disorder_of_visual_system|psychiatric_disorder|nervous_system_disorder|disorder_of_orbital_region	ophthalmology|genetics_and_genomics	neurodegenerative_disease|metabolic_disorder	eye_disorder	false	false	false	false	high
MONDO:0012508	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	disorder_of_development_or_morphogenesis|syndromic_disease|immune_system_disorder|hematologic_disorder|hereditary_disease	other	hereditary_disease|hematologic_disorder|immune_system_disorder|syndromic_disease|disorder_of_development_or_morphogenesis	neurology|immunology|genetics_and_genomics|dermatology|pediatric|hematology	inflammatory_disease|metabolic_disorder|autoimmune_diseases	skin_disorder|immune_disorder|blood_bone_marrow_disorder|bone_disorder	false	false	false	false	very_high
MONDO:0012509	pigmented nodular adrenocortical disease, primary, 1	endocrine_system_disorder|hereditary_disease	endocrine_system_disorder	hereditary_disease|endocrine_system_disorder	endocrinology|dermatology	metabolic_disorder|adrenal_gland_disease|cancer	vascular_disorder|endocrine_disorder	false	true	false	false	high
MONDO:0012510	combined oxidative phosphorylation defect type 2	disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease|hereditary_disease	metabolic_disease	mitochondrial_disease|metabolic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	pediatrics|genetics_and_genomics	metabolic_disorder|neurodegenerative_disease	liver_disorder|mitochondrial_disorder_is_not_listed_so_we_will_omit_it	false	false	false	false	very_high
MONDO:0012511	preterm premature rupture of the membranes	reproductive_system_disorder|hereditary_disease	other	reproductive_system_disorder|hereditary_disease	obstetrics_and_gynecology|pediatric	inflammatory_disease|metabolic_disorder|autoimmune_diseases	reproductive_system_disorder|pregnancy_complication	false	false	false	false	high
MONDO:0012512	fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3	disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease|hereditary_disease	metabolic_disease	mitochondrial_disease|metabolic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	neurology|pediatrics|genetics_and_genomics	cardiovascular_disorder|metabolic_disorder|neurodegenerative_disease	muscle_disorder	false	false	false	false	very_high
MONDO:0012513	maturity-onset diabetes of the young type 7	endocrine_system_disorder|digestive_system_disorder|metabolic_disease|hereditary_disease	metabolic_disease|endocrine_system_disorder|diabetes_mellitus	endocrine_system_disorder|digestive_system_disorder|metabolic_disease|hereditary_disease	endocrinology|genetics_and_genomics	metabolic_disorder|autoimmune_diseases|adrenal_gland_disease	endocrine_disorder	false	false	true	true	medium
MONDO:0012514	hypomyelinating leukodystrophy 5	nervous_system_disorder|hereditary_disease	neurodegenerative_disease	nervous_system_disorder|hereditary_disease	neurology|genetics_and_genomics|pediatric	inflammatory_disease|metabolic_disorder|neurodegenerative_disease	spinal_disorder|brain_disorder	false	false	false	false	high
MONDO:0012515	glaucoma 1, open angle, M	disorder_of_visual_system|hereditary_disease	other	disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease	ophthalmology|neurology	inflammatory_disease|metabolic_disorder	eye_disorder|kidney_disorder|vascular_disorder|urinary_tract_disorder|lower_gastrointestinal_disorder	false	false	false	true	medium
MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease	other	musculoskeletal_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease	neurology|genetics_and_genomics|pediatric	metabolic_disorder|genetic_condition	spinal_disorder|bone_disorder|teeth_disorder	false	false	false	false	very_high
MONDO:0012517	Gaucher disease due to saposin C deficiency	metabolic_disease|hereditary_disease	metabolic_disease	metabolic_disease|hereditary_disease	hematopoietic|neurology|genomics|genetics_and_genomics|pediatric|hematology	metabolic_disorder|neurodegenerative_disease	joint_disorder|blood_bone_marrow_disorder|kidney_disorder	false	false	false	false	high
MONDO:0012518	congenital myasthenic syndrome 12	syndromic_disease|nervous_system_disorder|metabolic_disease|hereditary_disease	metabolic_disease	nervous_system_disorder|metabolic_disease|syndromic_disease|hereditary_disease	neurology|genetics_and_genomics	metabolic_disorder|autoimmune_diseases|neurodegenerative_disease	muscle_disorder|brain_disorder	false	false	false	true	high
MONDO:0012519	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion	psychiatric_disorder|disorder_of_development_or_morphogenesis|syndromic_disease|nervous_system_disorder|chromosomal_disorder|musculoskeletal_system_disorder|hereditary_disease	psychiatric_disorder	musculoskeletal_system_disorder|psychiatric_disorder|nervous_system_disorder|syndromic_disease|disorder_of_development_or_morphogenesis|hereditary_disease|chromosomal_disorder	neurology|genetics_and_genomics|pediatric	mental_health_disorder|neurodegenerative_disease	joint_disorder|spinal_disorder|brain_disorder	false	false	false	false	high
MONDO:0012520	insulin-resistance syndrome type A	digestive_system_disorder|hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder|digestive_system_disorder|hereditary_disease	endocrinology|metabolism	metabolic_disorder|insulin_resistance_syndrome_type_a_does_not_match_the_category_list__it_is_likely_a_synonym_for_metabolic_disorder	endocrine_disorder	false	false	true	false	very_high
MONDO:0012521	herpes simplex encephalitis	nervous_system_disorder|inflammatory_disease|infectious_disease	infectious_disease	infectious_disease|inflammatory_disease|nervous_system_disorder|acute_disease	neurology|pediatric|psychiatry	neurodegenerative_disease|inflammatory_disease|autoimmune_diseases	brain_disorder|spinal_disorder	true	false	false	true	very_high
MONDO:0012522	diabetes mellitus, transient neonatal, 3	digestive_system_disorder|hereditary_disease|endocrine_system_disorder|metabolic_disease	diabetes_mellitus|metabolic_disease|endocrine_system_disorder	endocrine_system_disorder|metabolic_disease|digestive_system_disorder|hereditary_disease	endocrinology|pediatric	metabolic_disorder|inflammatory_disease|autoimmune_diseases	endocrine_disorder	false	false	true	true	high
MONDO:0012523	retinitis pigmentosa 36	psychiatric_disorder|nervous_system_disorder|hereditary_disease|metabolic_disease|disorder_of_visual_system	metabolic_disease|psychiatric_disorder	metabolic_disease|psychiatric_disorder|nervous_system_disorder|disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease	genetics_and_genomics|ophthalmology	adrenal_gland_disease___note__retinitis_pigmentosa_is_associated_with_the_adrenal_gland_in_some_cases_and_can_also_be_considered_a_neurodegenerative_disease_due_to_its_degenerative_effects_on_the_retina|neurodegenerative_disease	eye_disorder	false	false	false	false	high
MONDO:0012524	corticosterone methyloxidase type 2 deficiency	hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder|hereditary_disease	genetics_and_genomics|endocrinology	adrenal_gland_disease|metabolic_disorder	endocrine_disorder|blood_bone_marrow_disorder	false	false	false	false	high
MONDO:0012525	Leber congenital amaurosis 12	psychiatric_disorder|nervous_system_disorder|hereditary_disease|disorder_of_visual_system	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder|disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease	genetics_and_genomics|neurology|ophthalmology	metabolic_disorder|neurodegenerative_disease|autoimmune_diseases	brain_disorder|eye_disorder	false	false	false	true	high
MONDO:0012526	hereditary angioedema type 3	integumentary_system_disorder|hereditary_disease|cardiovascular_disorder|inflammatory_disease	cardiovascular_disorder	integumentary_system_disorder|cardiovascular_disorder|inflammatory_disease|hereditary_disease	genetics_and_genomics|allergy_and_immunology|hematology	inflammatory_disease|allergy|autoimmune_diseases	vascular_disorder|immune_disorder	false	false	false	true	medium
MONDO:0012527	cataract 11 multiple types	hereditary_disease|disorder_of_visual_system	other	disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease	neurology|ophthalmology	metabolic_disorder|neurodegenerative_disease|inflammatory_disease|autoimmune_diseases	eye_disorder	false	false	false	true	high
MONDO:0012528	hypogonadotropic hypogonadism 4 with or without anosmia	reproductive_system_disorder|syndromic_disease|hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	reproductive_system_disorder|endocrine_system_disorder|syndromic_disease|hereditary_disease	genetics_and_genomics|endocrinology|neurology|pediatric	metabolic_disorder|neurodegenerative_disease|inflammatory_disease|autoimmune_diseases	reproductive_system_disorder|endocrine_disorder	false	false	false	true	medium
MONDO:0012529	Diamond-Blackfan anemia 3	hereditary_disease|hematologic_disorder	anemia	hematologic_disorder|hereditary_disease	genetics_and_genomics|hematology	anemia|autoimmune_diseases	lymphatic_disorder|blood_bone_marrow_disorder	false	false	false	true	high
MONDO:0012530	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	disorder_of_development_or_morphogenesis|integumentary_system_disorder|reproductive_system_disorder|hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	reproductive_system_disorder|endocrine_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease|integumentary_system_disorder	oncology|genetics_and_genomics|dermatology	cancer|inflammatory_disease|autoimmune_diseases	reproductive_system_disorder|endocrine_disorder|skin_disorder	false	true	false	true	high
MONDO:0012531	xeroderma pigmentosum group B	integumentary_system_disorder|syndromic_disease|hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|syndromic_disease|hereditary_disease|integumentary_system_disorder	genetics_and_genomics|dermatology	cancer|neurodegenerative_disease|inflammatory_disease	immune_disorder|skin_disorder|eye_disorder	false	false	false	false	very_high
MONDO:0012532	hereditary hemorrhagic telangiectasia type 4	disorder_of_development_or_morphogenesis|hereditary_disease|cardiovascular_disorder	cardiovascular_disorder	cardiovascular_disorder|disorder_of_development_or_morphogenesis|hereditary_disease	genetics_and_genomics|hematology	anemia|metabolic_disorder|cardiovascular_disorder	vascular_disorder|liver_disorder	false	false	false	false	high
MONDO:0012534	combined oxidative phosphorylation defect type 4	disorder_of_development_or_morphogenesis|mitochondrial_disease|hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|disorder_of_development_or_morphogenesis|mitochondrial_disease|hereditary_disease	pediatrics|genetics_and_genomics|biochemistry	metabolic_disorder|neurodegenerative_disease	kidney_disorder|liver_disorder	false	false	false	false	very_high
MONDO:0012535	holoprosencephaly, recurrent infections, and monocytosis	hereditary_disease	other	hereditary_disease	genetics_and_genomics|neurology|hematology	neurodegenerative_disease|inflammatory_disease|autoimmune_diseases	brain_disorder|blood_bone_marrow_disorder|immune_disorder	false	false	false	false	very_high
MONDO:0012536	osteogenesis imperfecta type 7	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease	other	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease	orthopaedic|genetics_and_genomics|pediatric	metabolic_disorder|inflammatory_disease|autoimmune_diseases	muscle_disorder|bone_disorder|joint_disorder|spinal_disorder	false	false	false	false	high
MONDO:0012537	split-hand/foot malformation with long bone deficiency 2	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease	other	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease	orthopaedic|genetics_and_genomics|pediatric	metabolic_disorder|neurodegenerative_disease|autoimmune_diseases	bone_disorder|joint_disorder|lower_gastrointestinal_disorder	false	false	false	false	medium
MONDO:0012538	nemaline myopathy 7	musculoskeletal_system_disorder|nervous_system_disorder|hereditary_disease	other	nervous_system_disorder|musculoskeletal_system_disorder|hereditary_disease	genetics_and_genomics|neurology|pediatric	metabolic_disorder|neurodegenerative_disease|inflammatory_disease	muscle_disorder|spinal_disorder	false	false	false	false	high
MONDO:0012539	Joubert syndrome 6	disorder_of_development_or_morphogenesis|syndromic_disease|hereditary_disease	other	disorder_of_development_or_morphogenesis|syndromic_disease|hereditary_disease	genetics_and_genomics|pediatric	anemia|metabolic_disorder|neurodegenerative_disease	brain_disorder|kidney_disorder	false	false	false	false	high
MONDO:0012540	age related macular degeneration 4	psychiatric_disorder|nervous_system_disorder|hereditary_disease|disorder_of_visual_system	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder|disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease	neurology|ophthalmology	metabolic_disorder|neurodegenerative_disease	eye_disorder	false	false	false	true	high
MONDO:0012541	deafness with labyrinthine aplasia, microtia, and microdontia	hereditary_disease	other	hereditary_disease	genetics_and_genomics|pediatric|otolaryngology	autoimmune_diseases|neurodegenerative_disease	ear_disorder|microdontia_does_also_fit_into_a_category_for_ears_but_since_it_is_associated_with_the_other_term_teeth_we_will_exclude_it_here|teeth_disorder	true	false	false	false	high
MONDO:0012543	optic atrophy 5	nervous_system_disorder|hereditary_disease|disorder_of_visual_system	neurodegenerative_disease	nervous_system_disorder|disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease	neurology|ophthalmology	autoimmune_diseases|metabolic_disorder|neurodegenerative_disease	eye_disorder|brain_disorder	false	false	false	false	medium
MONDO:0012544	brachydactyly-syndactyly syndrome	musculoskeletal_system_disorder|hereditary_disease	other	musculoskeletal_system_disorder|hereditary_disease	orthopaedic|genetics_and_genomics	neurodegenerative_disease|developmental_disorder	bone_disorder|joint_disorder	false	false	false	false	medium
MONDO:0012545	neutral lipid storage myopathy	hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease	genetics_and_genomics|neurology|genetic	metabolic_disorder|neurodegenerative_disease|inflammatory_disease	muscle_disorder|lipid_storage_disorder	false	false	false	false	medium
MONDO:0012546	nephrotic syndrome, type 3	urinary_system_disorder|syndromic_disease|hereditary_disease	other	syndromic_disease|urinary_system_disorder|hereditary_disease|idiopathic_disease	nephrology|renal_medicine	autoimmune_diseases|metabolic_disorder|inflammatory_disease	urinary_tract_disorder|kidney_disorder|immune_disorder	false	false	false	false	medium
MONDO:0012547	Noonan syndrome 4	immune_system_disorder|musculoskeletal_system_disorder|syndromic_disease|hereditary_disease|cardiovascular_disorder|disorder_of_development_or_morphogenesis	cardiovascular_disorder	cardiovascular_disorder|disorder_of_development_or_morphogenesis|immune_system_disorder|syndromic_disease|musculoskeletal_system_disorder|hereditary_disease	genetics_and_genomics|pediatric	metabolic_disorder|cardiovascular_disorder	heart_disorder|joint_disorder	false	false	false	false	medium
MONDO:0012548	Kostmann syndrome	immune_system_disorder|syndromic_disease|hereditary_disease|hematologic_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	immune_system_disorder|cancer_or_benign_tumor|syndromic_disease|hematologic_disorder|hereditary_disease	genetics_and_genomics|pediatric|hematology	anemia|metabolic_disorder	blood_bone_marrow_disorder|immune_disorder	false	false	false	true	very_high
MONDO:0012549	autosomal recessive ataxia, Beauce type	nervous_system_disorder|hereditary_disease	neurodegenerative_disease	nervous_system_disorder|hereditary_disease	genetics_and_genomics|neurology	metabolic_disorder|neurodegenerative_disease	muscle_disorder|brain_disorder|spinal_disorder	false	false	false	false	medium
MONDO:0012550	iris pattern	hereditary_disease	other	hereditary_disease	genetics_and_genomics|ophthalmology	autoimmune_diseases|metabolic_disorder|inflammatory_disease	immune_disorder|eye_disorder	false	false	false	false	none
MONDO:0012551	alopecia areata 2	integumentary_system_disorder|hereditary_disease	other	integumentary_system_disorder|hereditary_disease	rheumatology|genetics_and_genomics|dermatology|hematology	autoimmune_diseases|inflammatory_disease	immune_disorder|skin_disorder	false	false	false	false	medium
MONDO:0012552	multiple endocrine neoplasia type 4	syndromic_disease|hereditary_disease|endocrine_system_disorder|cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|disorder_of_development_or_morphogenesis|cancer_or_benign_tumor|syndromic_disease|hereditary_disease	oncology|endocrinology|genetics_and_genomics	adrenal_gland_disease|metabolic_disorder|cancer	reproductive_system_disorder|endocrine_disorder	false	false	false	false	high
MONDO:0012553	cerebrooculofacioskeletal syndrome 2	syndromic_disease|hereditary_disease|metabolic_disease|disorder_of_visual_system	metabolic_disease	metabolic_disease|disorder_of_visual_system|syndromic_disease|disorder_of_orbital_region|hereditary_disease	genetics_and_genomics|neurology|pediatric	neurodegenerative_disease|metabolic_disorder|inflammatory_disease	muscle_disorder|brain_disorder|joint_disorder|spinal_disorder|eye_disorder	false	false	false	false	very_high
MONDO:0012554	cerebrooculofacioskeletal syndrome 4	syndromic_disease|hereditary_disease|metabolic_disease|disorder_of_visual_system	metabolic_disease	metabolic_disease|disorder_of_visual_system|syndromic_disease|disorder_of_orbital_region|hereditary_disease	genetics_and_genomics|neurology|pediatric	neurodegenerative_disease|metabolic_disorder	muscle_disorder|brain_disorder|joint_disorder|spinal_disorder|eye_disorder	false	false	false	false	very_high
MONDO:0012555	Cornelia de Lange syndrome 3	musculoskeletal_system_disorder|syndromic_disease|hereditary_disease|disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|syndromic_disease|musculoskeletal_system_disorder|hereditary_disease	genetics_and_genomics|neurology|pediatric	mental_health_disorder|neurodegenerative_disease|metabolic_disorder	ear_disorder|heart_disorder|brain_disorder|blood_bone_marrow_disorder|joint_disorder|immune_disorder|skin_disorder|eye_disorder	false	false	false	false	high
MONDO:0012556	DK1-congenital disorder of glycosylation	integumentary_system_disorder|musculoskeletal_system_disorder|syndromic_disease|hereditary_disease|cardiovascular_disorder|metabolic_disease	metabolic_disease|cardiovascular_disorder	integumentary_system_disorder|cardiovascular_disorder|metabolic_disease|syndromic_disease|musculoskeletal_system_disorder|hereditary_disease	genetics_and_genomics|pediatric	congenital_disorder_of_glycosylation|metabolic_disorder	liver_disorder|kidney_disorder	false	false	false	false	very_high
MONDO:0012557	cardiomyopathy-hypotonia-lactic acidosis syndrome	musculoskeletal_system_disorder|mitochondrial_disease|hereditary_disease|cardiovascular_disorder|metabolic_disease|disorder_of_development_or_morphogenesis	metabolic_disease|cardiovascular_disorder	cardiovascular_disorder|metabolic_disease|disorder_of_development_or_morphogenesis|mitochondrial_disease|musculoskeletal_system_disorder|hereditary_disease	genetics_and_genomics|pediatric|cardiology	cardiomyopathy_hypotonia_lactic_acidosis_syndrome_is_primarily_associated_with_the_heart_and_metabolism|metabolic_disorder|cardiovascular_disorder	muscle_disorder|heart_disorder	false	false	false	false	very_high
MONDO:0012558	epiphyseal dysplasia, Baumann type	hereditary_disease	other	hereditary_disease	genetics_and_genomics|pediatric|orthopaedic	metabolic_disorder|skeletal_dysplasia	bone_disorder|joint_disorder	false	false	false	false	medium
MONDO:0012559	primary immunodeficiency syndrome due to p14 deficiency	immune_system_disorder|hereditary_disease|hematologic_disorder	other	immune_system_disorder|hematologic_disorder|hereditary_disease	genetics_and_genomics|pediatric|allergy_and_immunology|immunology	primary_immunodeficiency_syndrome|autoimmune_diseases	lymphatic_disorder|blood_bone_marrow_disorder|immune_disorder	false	false	false	false	high
MONDO:0012561	congenital anomalies of kidney and urinary tract 1	hereditary_disease|urinary_system_disorder|disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|urinary_system_disorder|hereditary_disease	pediatric|urology|renal_medicine	metabolic_disorder|congenital_anomalies_of_kidney_and_urinary_tract___note__this_is_a_specific_category_in_the_provided_list___metabolic_disorders	urinary_tract_disorder|kidney_disorder	false	false	false	true	medium
MONDO:0012562	holoprosencephaly 7	nervous_system_disorder|hereditary_disease|syndromic_disease|endocrine_system_disorder|disorder_of_development_or_morphogenesis	endocrine_system_disorder	endocrine_system_disorder|disorder_of_development_or_morphogenesis|nervous_system_disorder|syndromic_disease|hereditary_disease	genetics_and_genomics|neurology|pediatric	metabolic_disorder|neurodegenerative_disease|inflammatory_disease	spinal_disorder|brain_disorder	false	false	false	false	very_high
MONDO:0012563	holoprosencephaly 9	nervous_system_disorder|hereditary_disease|syndromic_disease|endocrine_system_disorder|disorder_of_development_or_morphogenesis	endocrine_system_disorder	endocrine_system_disorder|disorder_of_development_or_morphogenesis|nervous_system_disorder|syndromic_disease|hereditary_disease	genetics_and_genomics|neurology|pediatric	metabolic_disorder|neurodegenerative_disease|inflammatory_disease	spinal_disorder|brain_disorder	false	false	false	false	very_high
